AssessmentID,StudentID,SubjectID,TestName,MaxMarks,MarksObtained
T4376,S1594,EEE101,Final Internal,100,90
T4377,S1595,CIVIL104,Internal 1,100,84
T4378,S1595,CIVIL101,Internal 2,100,84
T4379,S1595,CIVIL105,Model Exam,100,84
T4380,S1595,CIVIL101,Final Internal,100,84
T4381,S1596,MECH105,Internal 1,100,44
T4382,S1596,MECH105,Internal 2,100,40
T4383,S1596,MECH103,Model Exam,100,35
T4384,S1596,MECH103,Final Internal,100,35
T4385,S1597,ECE104,Internal 1,100,42
T4386,S1597,ECE101,Internal 2,100,42
T4387,S1597,ECE105,Model Exam,100,42
T4388,S1597,ECE102,Final Internal,100,42
T4389,S1598,MECH105,Internal 1,100,74
T4390,S1598,MECH104,Internal 2,100,74
T4391,S1598,MECH102,Model Exam,100,74
T4392,S1598,MECH101,Final Internal,100,74
T4393,S1599,EEE102,Internal 1,100,35
T4394,S1599,EEE103,Internal 2,100,35
T4395,S1599,EEE105,Model Exam,100,35
T4396,S1599,EEE105,Final Internal,100,35
T4397,S1600,MECH102,Internal 1,100,62
T4398,S1600,MECH103,Internal 2,100,62
T4399,S1600,MECH102,Model Exam,100,62
T4400,S1600,MECH101,Final Internal,100,62
T4401,S1601,EEE105,Internal 1,100,78
T4402,S1601,EEE102,Internal 2,100,78
T4403,S1601,EEE103,Model Exam,100,78
T4404,S1601,EEE105,Final Internal,100,78
T4405,S1602,MECH104,Internal 1,100,94
T4406,S1602,MECH102,Internal 2,100,94
T4407,S1602,MECH105,Model Exam,100,94
T4408,S1602,MECH103,Final Internal,100,94
T4409,S1603,ECE102,Internal 1,100,98
T4410,S1603,ECE102,Internal 2,100,98
T4411,S1603,ECE102,Model Exam,100,98
T4412,S1603,ECE101,Final Internal,100,98
T4413,S1604,ECE102,Internal 1,100,36
T4414,S1604,ECE103,Internal 2,100,35
T4415,S1604,ECE104,Model Exam,100,35
T4416,S1604,ECE102,Final Internal,100,35
T4417,S1605,CIVIL103,Internal 1,100,77
T4418,S1605,CIVIL103,Internal 2,100,77
T4419,S1605,CIVIL102,Model Exam,100,77
T4420,S1605,CIVIL104,Final Internal,100,77
T4421,S1606,MECH101,Internal 1,100,81
T4422,S1606,MECH104,Internal 2,100,81
T4423,S1606,MECH103,Model Exam,100,81
T4424,S1606,MECH105,Final Internal,100,81
T4425,S1607,ECE104,Internal 1,100,68
T4426,S1607,ECE105,Internal 2,100,68
T4427,S1607,ECE103,Model Exam,100,68
T4428,S1607,ECE104,Final Internal,100,68
T4429,S1608,CIVIL101,Internal 1,100,99
T4430,S1608,CIVIL103,Internal 2,100,99
T4431,S1608,CIVIL102,Model Exam,100,99
T4432,S1608,CIVIL102,Final Internal,100,99
T4433,S1609,ECE105,Internal 1,100,100
T4434,S1609,ECE102,Internal 2,100,100
T4435,S1609,ECE101,Model Exam,100,100
T4436,S1609,ECE102,Final Internal,100,100
T4437,S1610,CIVIL102,Internal 1,100,55
T4438,S1610,CIVIL102,Internal 2,100,55
T4439,S1610,CIVIL101,Model Exam,100,55
T4440,S1610,CIVIL101,Final Internal,100,55
T4441,S1611,MECH101,Internal 1,100,87
T4442,S1611,MECH101,Internal 2,100,87
T4443,S1611,MECH105,Model Exam,100,87
T4444,S1611,MECH102,Final Internal,100,87
T4445,S1612,CSE104,Internal 1,100,89
T4446,S1612,CSE101,Internal 2,100,89
T4447,S1612,CSE104,Model Exam,100,89
T4448,S1612,CSE105,Final Internal,100,89
T4449,S1613,EEE101,Internal 1,100,73
T4450,S1613,EEE103,Internal 2,100,73
T4451,S1613,EEE101,Model Exam,100,73
T4452,S1613,EEE102,Final Internal,100,73
T4453,S1614,CIVIL105,Internal 1,100,83
T4454,S1614,CIVIL102,Internal 2,100,83
T4455,S1614,CIVIL102,Model Exam,100,83
T4456,S1614,CIVIL101,Final Internal,100,83
T4457,S1615,ECE103,Internal 1,100,35
T4458,S1615,ECE105,Internal 2,100,35
T4459,S1615,ECE101,Model Exam,100,35
T4460,S1615,ECE105,Final Internal,100,35
T4461,S1616,MECH105,Internal 1,100,39
T4462,S1616,MECH105,Internal 2,100,36
T4463,S1616,MECH104,Model Exam,100,35
T4464,S1616,MECH104,Final Internal,100,35
T4465,S1617,MECH103,Internal 1,100,81
T4466,S1617,MECH101,Internal 2,100,81
T4467,S1617,MECH103,Model Exam,100,81
T4468,S1617,MECH105,Final Internal,100,81
T4469,S1618,EEE105,Internal 1,100,81
T4470,S1618,EEE102,Internal 2,100,81
T4471,S1618,EEE104,Model Exam,100,81
T4472,S1618,EEE103,Final Internal,100,81
T4473,S1619,CIVIL101,Internal 1,100,38
T4474,S1619,CIVIL101,Internal 2,100,35
T4475,S1619,CIVIL103,Model Exam,100,35
T4476,S1619,CIVIL102,Final Internal,100,35
T4477,S1620,MECH101,Internal 1,100,100
T4478,S1620,MECH104,Internal 2,100,100
T4479,S1620,MECH103,Model Exam,100,100
T4480,S1620,MECH102,Final Internal,100,100
T4481,S1621,EEE104,Internal 1,100,85
T4482,S1621,EEE101,Internal 2,100,85
T4483,S1621,EEE102,Model Exam,100,85
T4484,S1621,EEE102,Final Internal,100,85
T4485,S1622,CIVIL102,Internal 1,100,77
T4486,S1622,CIVIL104,Internal 2,100,77
T4487,S1622,CIVIL104,Model Exam,100,77
T4488,S1622,CIVIL102,Final Internal,100,77
T4489,S1623,ECE101,Internal 1,100,67
T4490,S1623,ECE101,Internal 2,100,67
T4491,S1623,ECE101,Model Exam,100,67
T4492,S1623,ECE105,Final Internal,100,67
T4493,S1624,CSE102,Internal 1,100,57
T4494,S1624,CSE103,Internal 2,100,54
T4495,S1624,CSE105,Model Exam,100,53
T4496,S1624,CSE103,Final Internal,100,51
T4497,S1625,EEE102,Internal 1,100,78
T4498,S1625,EEE101,Internal 2,100,78
T4499,S1625,EEE105,Model Exam,100,78
T4500,S1625,EEE102,Final Internal,100,78
T4501,S1626,MECH103,Internal 1,100,80
T4502,S1626,MECH101,Internal 2,100,80
T4503,S1626,MECH102,Model Exam,100,80
T4504,S1626,MECH104,Final Internal,100,80
T4505,S1627,CIVIL105,Internal 1,100,93
T4506,S1627,CIVIL105,Internal 2,100,93
T4507,S1627,CIVIL104,Model Exam,100,93
T4508,S1627,CIVIL101,Final Internal,100,93
T4509,S1628,MECH101,Internal 1,100,43
T4510,S1628,MECH103,Internal 2,100,42
T4511,S1628,MECH104,Model Exam,100,38
T4512,S1628,MECH104,Final Internal,100,35
T4513,S1629,ECE105,Internal 1,100,74
T4514,S1629,ECE103,Internal 2,100,74
T4515,S1629,ECE104,Model Exam,100,74
T4516,S1629,ECE102,Final Internal,100,74
T4517,S1630,MECH104,Internal 1,100,70
T4518,S1630,MECH104,Internal 2,100,70
T4519,S1630,MECH101,Model Exam,100,70
T4520,S1630,MECH105,Final Internal,100,70
T4521,S1631,CSE105,Internal 1,100,83
T4522,S1631,CSE102,Internal 2,100,83
T4523,S1631,CSE104,Model Exam,100,83
T4524,S1631,CSE103,Final Internal,100,83
T4525,S1632,ECE102,Internal 1,100,49
T4526,S1632,ECE103,Internal 2,100,49
T4527,S1632,ECE102,Model Exam,100,49
T4528,S1632,ECE104,Final Internal,100,49
T4529,S1633,CSE104,Internal 1,100,45
T4530,S1633,CSE105,Internal 2,100,42
T4531,S1633,CSE104,Model Exam,100,40
T4532,S1633,CSE102,Final Internal,100,35
T4533,S1634,EEE105,Internal 1,100,74
T4534,S1634,EEE102,Internal 2,100,74
T4535,S1634,EEE103,Model Exam,100,74
T4536,S1634,EEE105,Final Internal,100,74
T4537,S1635,CSE104,Internal 1,100,85
T4538,S1635,CSE101,Internal 2,100,85
T4539,S1635,CSE101,Model Exam,100,85
T4540,S1635,CSE105,Final Internal,100,85
T4541,S1636,ECE105,Internal 1,100,66
T4542,S1636,ECE102,Internal 2,100,66
T4543,S1636,ECE105,Model Exam,100,66
T4544,S1636,ECE105,Final Internal,100,66
T4545,S1637,EEE103,Internal 1,100,92
T4546,S1637,EEE104,Internal 2,100,92
T4547,S1637,EEE103,Model Exam,100,92
T4548,S1637,EEE103,Final Internal,100,92
T4549,S1638,EEE103,Internal 1,100,87
T4550,S1638,EEE105,Internal 2,100,87
T4551,S1638,EEE104,Model Exam,100,87
T4552,S1638,EEE101,Final Internal,100,87
T4553,S1639,CSE103,Internal 1,100,71
T4554,S1639,CSE105,Internal 2,100,71
T4555,S1639,CSE104,Model Exam,100,71
T4556,S1639,CSE101,Final Internal,100,71
T4557,S1640,ECE104,Internal 1,100,35
T4558,S1640,ECE103,Internal 2,100,35
T4559,S1640,ECE104,Model Exam,100,35
T4560,S1640,ECE105,Final Internal,100,35
T4561,S1641,EEE105,Internal 1,100,100
T4562,S1641,EEE102,Internal 2,100,100
T4563,S1641,EEE104,Model Exam,100,100
T4564,S1641,EEE101,Final Internal,100,100
T4565,S1642,EEE104,Internal 1,100,86
T4566,S1642,EEE103,Internal 2,100,86
T4567,S1642,EEE105,Model Exam,100,86
T4568,S1642,EEE105,Final Internal,100,86
T4569,S1643,CIVIL104,Internal 1,100,44
T4570,S1643,CIVIL105,Internal 2,100,40
T4571,S1643,CIVIL104,Model Exam,100,39
T4572,S1643,CIVIL104,Final Internal,100,35
T4573,S1644,EEE104,Internal 1,100,78
T4574,S1644,EEE105,Internal 2,100,78
T4575,S1644,EEE103,Model Exam,100,78
T4576,S1644,EEE104,Final Internal,100,78
T4577,S1645,EEE104,Internal 1,100,70
T4578,S1645,EEE103,Internal 2,100,70
T4579,S1645,EEE105,Model Exam,100,70
T4580,S1645,EEE102,Final Internal,100,70
T4581,S1646,CIVIL102,Internal 1,100,100
T4582,S1646,CIVIL102,Internal 2,100,100
T4583,S1646,CIVIL103,Model Exam,100,100
T4584,S1646,CIVIL102,Final Internal,100,100
T4585,S1647,MECH104,Internal 1,100,72
T4586,S1647,MECH105,Internal 2,100,72
T4587,S1647,MECH104,Model Exam,100,72
T4588,S1647,MECH103,Final Internal,100,72
T4589,S1648,MECH104,Internal 1,100,71
T4590,S1648,MECH103,Internal 2,100,71
T4591,S1648,MECH105,Model Exam,100,71
T4592,S1648,MECH103,Final Internal,100,71
T4593,S1649,EEE102,Internal 1,100,42
T4594,S1649,EEE101,Internal 2,100,38
T4595,S1649,EEE104,Model Exam,100,35
T4596,S1649,EEE105,Final Internal,100,35
T4597,S1650,EEE102,Internal 1,100,35
T4598,S1650,EEE101,Internal 2,100,35
T4599,S1650,EEE102,Model Exam,100,35
T4600,S1650,EEE105,Final Internal,100,35
T4601,S1651,CSE105,Internal 1,100,92
T4602,S1651,CSE101,Internal 2,100,92
T4603,S1651,CSE104,Model Exam,100,92
T4604,S1651,CSE104,Final Internal,100,92
T4605,S1652,CIVIL101,Internal 1,100,70
T4606,S1652,CIVIL101,Internal 2,100,70
T4607,S1652,CIVIL102,Model Exam,100,70
T4608,S1652,CIVIL101,Final Internal,100,70
T4609,S1653,EEE103,Internal 1,100,54
T4610,S1653,EEE101,Internal 2,100,49
T4611,S1653,EEE102,Model Exam,100,48
T4612,S1653,EEE103,Final Internal,100,43
T4613,S1654,CIVIL103,Internal 1,100,42
T4614,S1654,CIVIL102,Internal 2,100,41
T4615,S1654,CIVIL103,Model Exam,100,37
T4616,S1654,CIVIL105,Final Internal,100,36
T4617,S1655,CIVIL103,Internal 1,100,47
T4618,S1655,CIVIL103,Internal 2,100,46
T4619,S1655,CIVIL101,Model Exam,100,45
T4620,S1655,CIVIL105,Final Internal,100,44
T4621,S1656,EEE105,Internal 1,100,56
T4622,S1656,EEE101,Internal 2,100,55
T4623,S1656,EEE103,Model Exam,100,53
T4624,S1656,EEE104,Final Internal,100,50
T4625,S1657,ECE105,Internal 1,100,75
T4626,S1657,ECE103,Internal 2,100,75
T4627,S1657,ECE103,Model Exam,100,75
T4628,S1657,ECE103,Final Internal,100,75
T4629,S1658,CSE102,Internal 1,100,49
T4630,S1658,CSE104,Internal 2,100,47
T4631,S1658,CSE101,Model Exam,100,44
T4632,S1658,CSE104,Final Internal,100,43
T4633,S1659,MECH102,Internal 1,100,55
T4634,S1659,MECH104,Internal 2,100,55
T4635,S1659,MECH105,Model Exam,100,55
T4636,S1659,MECH101,Final Internal,100,55
T4637,S1660,ECE102,Internal 1,100,79
T4638,S1660,ECE104,Internal 2,100,79
T4639,S1660,ECE104,Model Exam,100,79
T4640,S1660,ECE104,Final Internal,100,79
T4641,S1661,EEE105,Internal 1,100,88
T4642,S1661,EEE103,Internal 2,100,88
T4643,S1661,EEE104,Model Exam,100,88
T4644,S1661,EEE104,Final Internal,100,88
T4645,S1662,ECE103,Internal 1,100,69
T4646,S1662,ECE102,Internal 2,100,69
T4647,S1662,ECE101,Model Exam,100,69
T4648,S1662,ECE104,Final Internal,100,69
T4649,S1663,CSE105,Internal 1,100,89
T4650,S1663,CSE102,Internal 2,100,89
T4651,S1663,CSE104,Model Exam,100,89
T4652,S1663,CSE105,Final Internal,100,89
T4653,S1664,CSE103,Internal 1,100,57
T4654,S1664,CSE101,Internal 2,100,53
T4655,S1664,CSE103,Model Exam,100,49
T4656,S1664,CSE105,Final Internal,100,45
T4657,S1665,MECH105,Internal 1,100,94
T4658,S1665,MECH101,Internal 2,100,94
T4659,S1665,MECH102,Model Exam,100,94
T4660,S1665,MECH102,Final Internal,100,94
T4661,S1666,ECE102,Internal 1,100,74
T4662,S1666,ECE101,Internal 2,100,74
T4663,S1666,ECE104,Model Exam,100,74
T4664,S1666,ECE105,Final Internal,100,74
T4665,S1667,EEE101,Internal 1,100,94
T4666,S1667,EEE105,Internal 2,100,94
T4667,S1667,EEE103,Model Exam,100,94
T4668,S1667,EEE102,Final Internal,100,94
T4669,S1668,CIVIL103,Internal 1,100,80
T4670,S1668,CIVIL104,Internal 2,100,80
T4671,S1668,CIVIL101,Model Exam,100,80
T4672,S1668,CIVIL105,Final Internal,100,80
T4673,S1669,MECH105,Internal 1,100,90
T4674,S1669,MECH103,Internal 2,100,90
T4675,S1669,MECH102,Model Exam,100,90
T4676,S1669,MECH104,Final Internal,100,90
T4677,S1670,MECH101,Internal 1,100,39
T4678,S1670,MECH102,Internal 2,100,37
T4679,S1670,MECH105,Model Exam,100,36
T4680,S1670,MECH103,Final Internal,100,35
T4681,S1671,ECE104,Internal 1,100,75
T4682,S1671,ECE103,Internal 2,100,75
T4683,S1671,ECE105,Model Exam,100,75
T4684,S1671,ECE105,Final Internal,100,75
T4685,S1672,CIVIL102,Internal 1,100,83
T4686,S1672,CIVIL102,Internal 2,100,83
T4687,S1672,CIVIL105,Model Exam,100,83
T4688,S1672,CIVIL102,Final Internal,100,83
T4689,S1673,ECE104,Internal 1,100,43
T4690,S1673,ECE105,Internal 2,100,38
T4691,S1673,ECE103,Model Exam,100,36
T4692,S1673,ECE102,Final Internal,100,35
T4693,S1674,EEE101,Internal 1,100,68
T4694,S1674,EEE101,Internal 2,100,68
T4695,S1674,EEE101,Model Exam,100,68
T4696,S1674,EEE105,Final Internal,100,68
T4697,S1675,ECE105,Internal 1,100,95
T4698,S1675,ECE103,Internal 2,100,95
T4699,S1675,ECE101,Model Exam,100,95
T4700,S1675,ECE103,Final Internal,100,95
T4701,S1676,ECE104,Internal 1,100,76
T4702,S1676,ECE102,Internal 2,100,76
T4703,S1676,ECE102,Model Exam,100,76
T4704,S1676,ECE102,Final Internal,100,76
T4705,S1677,CIVIL102,Internal 1,100,96
T4706,S1677,CIVIL103,Internal 2,100,96
T4707,S1677,CIVIL102,Model Exam,100,96
T4708,S1677,CIVIL105,Final Internal,100,96
T4709,S1678,EEE105,Internal 1,100,76
T4710,S1678,EEE104,Internal 2,100,76
T4711,S1678,EEE105,Model Exam,100,76
T4712,S1678,EEE104,Final Internal,100,76
T4713,S1679,MECH101,Internal 1,100,73
T4714,S1679,MECH103,Internal 2,100,73
T4715,S1679,MECH101,Model Exam,100,73
T4716,S1679,MECH101,Final Internal,100,73
T4717,S1680,CIVIL104,Internal 1,100,62
T4718,S1680,CIVIL102,Internal 2,100,62
T4719,S1680,CIVIL102,Model Exam,100,62
T4720,S1680,CIVIL104,Final Internal,100,62
T4721,S1681,ECE105,Internal 1,100,60
T4722,S1681,ECE102,Internal 2,100,60
T4723,S1681,ECE105,Model Exam,100,60
T4724,S1681,ECE102,Final Internal,100,60
T4725,S1682,ECE104,Internal 1,100,48
T4726,S1682,ECE103,Internal 2,100,45
T4727,S1682,ECE101,Model Exam,100,42
T4728,S1682,ECE104,Final Internal,100,40
T4729,S1683,MECH101,Internal 1,100,75
T4730,S1683,MECH103,Internal 2,100,75
T4731,S1683,MECH105,Model Exam,100,75
T4732,S1683,MECH103,Final Internal,100,75
T4733,S1684,MECH103,Internal 1,100,44
T4734,S1684,MECH101,Internal 2,100,44
T4735,S1684,MECH104,Model Exam,100,44
T4736,S1684,MECH104,Final Internal,100,44
T4737,S1685,CSE104,Internal 1,100,96
T4738,S1685,CSE102,Internal 2,100,96
T4739,S1685,CSE101,Model Exam,100,96
T4740,S1685,CSE101,Final Internal,100,96
T4741,S1686,CIVIL104,Internal 1,100,35
T4742,S1686,CIVIL103,Internal 2,100,35
T4743,S1686,CIVIL104,Model Exam,100,35
T4744,S1686,CIVIL101,Final Internal,100,35
T4745,S1687,CSE101,Internal 1,100,73
T4746,S1687,CSE105,Internal 2,100,73
T4747,S1687,CSE104,Model Exam,100,73
T4748,S1687,CSE104,Final Internal,100,73
T4749,S1688,MECH103,Internal 1,100,100
T4750,S1688,MECH101,Internal 2,100,100
T4751,S1688,MECH103,Model Exam,100,100
T4752,S1688,MECH102,Final Internal,100,100
T4753,S1689,CIVIL105,Internal 1,100,80
T4754,S1689,CIVIL105,Internal 2,100,80
T4755,S1689,CIVIL105,Model Exam,100,80
T4756,S1689,CIVIL102,Final Internal,100,80
T4757,S1690,MECH102,Internal 1,100,38
T4758,S1690,MECH101,Internal 2,100,35
T4759,S1690,MECH101,Model Exam,100,35
T4760,S1690,MECH104,Final Internal,100,35
T4761,S1691,ECE102,Internal 1,100,99
T4762,S1691,ECE103,Internal 2,100,99
T4763,S1691,ECE104,Model Exam,100,99
T4764,S1691,ECE105,Final Internal,100,99
T4765,S1692,ECE105,Internal 1,100,71
T4766,S1692,ECE105,Internal 2,100,71
T4767,S1692,ECE101,Model Exam,100,71
T4768,S1692,ECE101,Final Internal,100,71
T4769,S1693,ECE102,Internal 1,100,60
T4770,S1693,ECE103,Internal 2,100,60
T4771,S1693,ECE104,Model Exam,100,60
T4772,S1693,ECE105,Final Internal,100,60
T4773,S1694,CSE101,Internal 1,100,80
T4774,S1694,CSE103,Internal 2,100,80
T4775,S1694,CSE101,Model Exam,100,80
T4776,S1694,CSE102,Final Internal,100,80
T4777,S1695,CIVIL103,Internal 1,100,61
T4778,S1695,CIVIL105,Internal 2,100,61
T4779,S1695,CIVIL102,Model Exam,100,61
T4780,S1695,CIVIL104,Final Internal,100,61
T4781,S1696,MECH102,Internal 1,100,83
T4782,S1696,MECH104,Internal 2,100,83
T4783,S1696,MECH102,Model Exam,100,83
T4784,S1696,MECH104,Final Internal,100,83
T4785,S1697,CIVIL102,Internal 1,100,75
T4786,S1697,CIVIL104,Internal 2,100,75
T4787,S1697,CIVIL101,Model Exam,100,75
T4788,S1697,CIVIL102,Final Internal,100,75
T4789,S1698,MECH104,Internal 1,100,38
T4790,S1698,MECH105,Internal 2,100,36
T4791,S1698,MECH105,Model Exam,100,35
T4792,S1698,MECH102,Final Internal,100,35
T4793,S1699,EEE101,Internal 1,100,62
T4794,S1699,EEE103,Internal 2,100,62
T4795,S1699,EEE101,Model Exam,100,62
T4796,S1699,EEE102,Final Internal,100,62
T4797,S1700,CSE102,Internal 1,100,81
T4798,S1700,CSE102,Internal 2,100,81
T4799,S1700,CSE104,Model Exam,100,81
T4800,S1700,CSE101,Final Internal,100,81
T4801,S1701,CIVIL104,Internal 1,100,66
T4802,S1701,CIVIL102,Internal 2,100,66
T4803,S1701,CIVIL103,Model Exam,100,66
T4804,S1701,CIVIL103,Final Internal,100,66
T4805,S1702,ECE102,Internal 1,100,67
T4806,S1702,ECE105,Internal 2,100,67
T4807,S1702,ECE101,Model Exam,100,67
T4808,S1702,ECE103,Final Internal,100,67
T4809,S1703,EEE105,Internal 1,100,84
T4810,S1703,EEE103,Internal 2,100,84
T4811,S1703,EEE102,Model Exam,100,84
T4812,S1703,EEE102,Final Internal,100,84
T4813,S1704,CIVIL103,Internal 1,100,71
T4814,S1704,CIVIL103,Internal 2,100,71
T4815,S1704,CIVIL103,Model Exam,100,71
T4816,S1704,CIVIL101,Final Internal,100,71
T4817,S1705,CIVIL103,Internal 1,100,48
T4818,S1705,CIVIL104,Internal 2,100,48
T4819,S1705,CIVIL101,Model Exam,100,48
T4820,S1705,CIVIL104,Final Internal,100,48
T4821,S1706,CSE102,Internal 1,100,91
T4822,S1706,CSE101,Internal 2,100,91
T4823,S1706,CSE105,Model Exam,100,91
T4824,S1706,CSE103,Final Internal,100,91
T4825,S1707,CIVIL103,Internal 1,100,78
T4826,S1707,CIVIL105,Internal 2,100,78
T4827,S1707,CIVIL104,Model Exam,100,78
T4828,S1707,CIVIL101,Final Internal,100,78
T4829,S1708,ECE101,Internal 1,100,49
T4830,S1708,ECE105,Internal 2,100,49
T4831,S1708,ECE101,Model Exam,100,49
T4832,S1708,ECE105,Final Internal,100,49
T4833,S1709,MECH101,Internal 1,100,87
T4834,S1709,MECH105,Internal 2,100,87
T4835,S1709,MECH102,Model Exam,100,87
T4836,S1709,MECH103,Final Internal,100,87
T4837,S1710,MECH102,Internal 1,100,47
T4838,S1710,MECH102,Internal 2,100,47
T4839,S1710,MECH103,Model Exam,100,47
T4840,S1710,MECH102,Final Internal,100,47
T4841,S1711,EEE101,Internal 1,100,68
T4842,S1711,EEE101,Internal 2,100,68
T4843,S1711,EEE103,Model Exam,100,68
T4844,S1711,EEE104,Final Internal,100,68
T4845,S1712,EEE101,Internal 1,100,96
T4846,S1712,EEE101,Internal 2,100,96
T4847,S1712,EEE103,Model Exam,100,96
T4848,S1712,EEE101,Final Internal,100,96
T4849,S1713,CIVIL104,Internal 1,100,74
T4850,S1713,CIVIL105,Internal 2,100,74
T4851,S1713,CIVIL105,Model Exam,100,74
T4852,S1713,CIVIL102,Final Internal,100,74
T4853,S1714,MECH101,Internal 1,100,69
T4854,S1714,MECH105,Internal 2,100,69
T4855,S1714,MECH105,Model Exam,100,69
T4856,S1714,MECH102,Final Internal,100,69
T4857,S1715,CSE102,Internal 1,100,67
T4858,S1715,CSE102,Internal 2,100,67
T4859,S1715,CSE102,Model Exam,100,67
T4860,S1715,CSE101,Final Internal,100,67
T4861,S1716,MECH104,Internal 1,100,95
T4862,S1716,MECH105,Internal 2,100,95
T4863,S1716,MECH102,Model Exam,100,95
T4864,S1716,MECH102,Final Internal,100,95
T4865,S1717,MECH101,Internal 1,100,96
T4866,S1717,MECH101,Internal 2,100,96
T4867,S1717,MECH102,Model Exam,100,96
T4868,S1717,MECH104,Final Internal,100,96
T4869,S1718,ECE104,Internal 1,100,68
T4870,S1718,ECE104,Internal 2,100,68
T4871,S1718,ECE102,Model Exam,100,68
T4872,S1718,ECE102,Final Internal,100,68
T4873,S1719,ECE102,Internal 1,100,35
T4874,S1719,ECE101,Internal 2,100,35
T4875,S1719,ECE102,Model Exam,100,35
T4876,S1719,ECE105,Final Internal,100,35
T4877,S1720,MECH102,Internal 1,100,75
T4878,S1720,MECH103,Internal 2,100,75
T4879,S1720,MECH104,Model Exam,100,75
T4880,S1720,MECH102,Final Internal,100,75
T4881,S1721,MECH104,Internal 1,100,59
T4882,S1721,MECH102,Internal 2,100,56
T4883,S1721,MECH101,Model Exam,100,54
T4884,S1721,MECH101,Final Internal,100,50
T4885,S1722,ECE103,Internal 1,100,82
T4886,S1722,ECE105,Internal 2,100,82
T4887,S1722,ECE104,Model Exam,100,82
T4888,S1722,ECE102,Final Internal,100,82
T4889,S1723,CIVIL103,Internal 1,100,75
T4890,S1723,CIVIL105,Internal 2,100,75
T4891,S1723,CIVIL105,Model Exam,100,75
T4892,S1723,CIVIL105,Final Internal,100,75
T4893,S1724,CIVIL104,Internal 1,100,78
T4894,S1724,CIVIL102,Internal 2,100,78
T4895,S1724,CIVIL104,Model Exam,100,78
T4896,S1724,CIVIL101,Final Internal,100,78
T4897,S1725,CSE102,Internal 1,100,75
T4898,S1725,CSE104,Internal 2,100,75
T4899,S1725,CSE102,Model Exam,100,75
T4900,S1725,CSE103,Final Internal,100,75
T4901,S1726,EEE103,Internal 1,100,91
T4902,S1726,EEE101,Internal 2,100,91
T4903,S1726,EEE104,Model Exam,100,91
T4904,S1726,EEE104,Final Internal,100,91
T4905,S1727,ECE105,Internal 1,100,53
T4906,S1727,ECE105,Internal 2,100,52
T4907,S1727,ECE103,Model Exam,100,49
T4908,S1727,ECE104,Final Internal,100,44
T4909,S1728,CIVIL103,Internal 1,100,65
T4910,S1728,CIVIL105,Internal 2,100,65
T4911,S1728,CIVIL102,Model Exam,100,65
T4912,S1728,CIVIL101,Final Internal,100,65
T4913,S1729,EEE102,Internal 1,100,72
T4914,S1729,EEE104,Internal 2,100,72
T4915,S1729,EEE103,Model Exam,100,72
T4916,S1729,EEE104,Final Internal,100,72
T4917,S1730,ECE102,Internal 1,100,100
T4918,S1730,ECE105,Internal 2,100,100
T4919,S1730,ECE105,Model Exam,100,100
T4920,S1730,ECE103,Final Internal,100,100
T4921,S1731,EEE105,Internal 1,100,98
T4922,S1731,EEE104,Internal 2,100,98
T4923,S1731,EEE105,Model Exam,100,98
T4924,S1731,EEE104,Final Internal,100,98
T4925,S1732,EEE105,Internal 1,100,91
T4926,S1732,EEE102,Internal 2,100,91
T4927,S1732,EEE105,Model Exam,100,91
T4928,S1732,EEE101,Final Internal,100,91
T4929,S1733,CIVIL104,Internal 1,100,66
T4930,S1733,CIVIL103,Internal 2,100,66
T4931,S1733,CIVIL103,Model Exam,100,66
T4932,S1733,CIVIL103,Final Internal,100,66
T4933,S1734,MECH103,Internal 1,100,45
T4934,S1734,MECH102,Internal 2,100,44
T4935,S1734,MECH104,Model Exam,100,42
T4936,S1734,MECH104,Final Internal,100,39
T4937,S1735,CSE102,Internal 1,100,84
T4938,S1735,CSE105,Internal 2,100,84
T4939,S1735,CSE101,Model Exam,100,84
T4940,S1735,CSE102,Final Internal,100,84
T4941,S1736,CIVIL104,Internal 1,100,35
T4942,S1736,CIVIL105,Internal 2,100,35
T4943,S1736,CIVIL102,Model Exam,100,35
T4944,S1736,CIVIL101,Final Internal,100,35
T4945,S1737,CIVIL105,Internal 1,100,51
T4946,S1737,CIVIL102,Internal 2,100,47
T4947,S1737,CIVIL104,Model Exam,100,43
T4948,S1737,CIVIL103,Final Internal,100,42
T4949,S1738,ECE102,Internal 1,100,76
T4950,S1738,ECE104,Internal 2,100,76
T4951,S1738,ECE104,Model Exam,100,76
T4952,S1738,ECE102,Final Internal,100,76
T4953,S1739,CSE103,Internal 1,100,35
T4954,S1739,CSE101,Internal 2,100,35
T4955,S1739,CSE104,Model Exam,100,35
T4956,S1739,CSE104,Final Internal,100,35
T4957,S1740,ECE104,Internal 1,100,75
T4958,S1740,ECE102,Internal 2,100,75
T4959,S1740,ECE105,Model Exam,100,75
T4960,S1740,ECE104,Final Internal,100,75
T4961,S1741,MECH102,Internal 1,100,54
T4962,S1741,MECH105,Internal 2,100,51
T4963,S1741,MECH105,Model Exam,100,48
T4964,S1741,MECH105,Final Internal,100,45
T4965,S1742,MECH103,Internal 1,100,70
T4966,S1742,MECH105,Internal 2,100,70
T4967,S1742,MECH105,Model Exam,100,70
T4968,S1742,MECH104,Final Internal,100,70
T4969,S1743,MECH102,Internal 1,100,69
T4970,S1743,MECH101,Internal 2,100,69
T4971,S1743,MECH102,Model Exam,100,69
